@relation QSAR-Dataset-from-ChEMBL17-for-Drug-Target-with-ChEMBL_ID:CHEMBL240-weka.filters.unsupervised.attribute.Remove-R1

@attribute AMW numeric
@attribute C. numeric
@attribute H. numeric
@attribute Me numeric
@attribute Mi numeric
@attribute Mp numeric
@attribute Mv numeric
@attribute MW numeric
@attribute N. numeric
@attribute nAB numeric
@attribute nAT numeric
@attribute nB numeric
@attribute nBM numeric
@attribute nBO numeric
@attribute nBR numeric
@attribute nBT numeric
@attribute nC numeric
@attribute nCL numeric
@attribute nCsp numeric
@attribute nCsp2 numeric
@attribute nCsp3 numeric
@attribute nDB numeric
@attribute nF numeric
@attribute nH numeric
@attribute nHet numeric
@attribute nHM numeric
@attribute nI numeric
@attribute nN numeric
@attribute nO numeric
@attribute nP numeric
@attribute nS numeric
@attribute nSK numeric
@attribute nTB numeric
@attribute nX numeric
@attribute O. numeric
@attribute RBF numeric
@attribute RBN numeric
@attribute SCBO numeric
@attribute Se numeric
@attribute Si numeric
@attribute Sp numeric
@attribute Sv numeric
@attribute X. numeric
@attribute pXC50 numeric

@data
7.316, 41.7, 47.2, 0.991, 1.124, 0.678, 0.631, 526.77, 8.3, 26, 72, 0.0, 26, 43, 0.0, 77, 30, 0.0, 0.0, 18, 12, 0.0, 0.0, 34, 8, 1, 0.0, 6, 1, 0.0, 1, 38, 0.0, 0.0, 1.4, 0.091, 7, 56, 71.385, 80.932, 48.796, 45.405, 0.0, 6.3
7.431, 42, 46.4, 0.993, 1.123, 0.682, 0.636, 512.74, 8.7, 26, 69, 0.0, 26, 42, 0.0, 74, 29, 0.0, 0.0, 18, 11, 0.0, 0.0, 32, 8, 1, 0.0, 6, 1, 0.0, 1, 37, 0.0, 0.0, 1.4, 0.081, 6, 55, 68.501, 77.517, 47.035, 43.879, 0.0, 5.6
8.021, 42.1, 44.7, 1.007, 1.123, 0.681, 0.645, 304.8, 5.3, 12, 38, 0.0, 13, 22, 0.0, 39, 16, 1, 0.0, 13, 3, 1, 0.0, 17, 5, 1, 0.0, 2, 2, 0.0, 0.0, 21, 0.0, 1, 5.3, 0.128, 5, 29, 38.251, 42.681, 25.87, 24.514, 2.6, 5.413
8.226, 41, 43.6, 1.015, 1.125, 0.675, 0.647, 320.8, 5.1, 12, 39, 0.0, 13, 23, 0.0, 40, 16, 1, 0.0, 13, 3, 1, 0.0, 17, 6, 1, 0.0, 2, 3, 0.0, 0.0, 22, 0.0, 1, 7.7, 0.15, 6, 30, 39.578, 43.89, 26.324, 25.229, 2.6, 5.125
7.429, 40.3, 45.2, 1.005, 1.132, 0.658, 0.63, 460.59, 9.7, 22, 62, 0.0, 23, 37, 0.0, 65, 25, 0.0, 0.0, 18, 7, 1, 0.0, 28, 9, 0.0, 0.0, 6, 3, 0.0, 0.0, 34, 0.0, 0.0, 4.8, 0.123, 8, 49, 62.312, 70.185, 40.773, 39.068, 0.0, 5.921
7.793, 43.3, 41.7, 1.005, 1.127, 0.68, 0.655, 467.58, 11.7, 27, 60, 0.0, 28, 39, 0.0, 64, 26, 0.0, 0.0, 21, 5, 1, 0.0, 25, 9, 0.0, 0.0, 7, 2, 0.0, 0.0, 35, 0.0, 0.0, 3.3, 0.109, 7, 53.5, 60.32, 67.644, 40.801, 39.321, 0.0, 4.602
8.946, 42.9, 42.9, 0.999, 1.119, 0.712, 0.664, 563.57, 9.5, 26, 63, 0.0, 26, 41, 1, 68, 27, 0.0, 0.0, 18, 9, 0.0, 0.0, 27, 9, 2, 0.0, 6, 1, 0.0, 1, 36, 0.0, 1, 1.6, 0.074, 5, 54, 62.963, 70.528, 44.864, 41.85, 1.6, 5.2
8.374, 42.4, 40.9, 1.018, 1.138, 0.683, 0.659, 552.68, 9.1, 26, 66, 0.0, 26, 44, 0.0, 71, 28, 0.0, 0.0, 18, 10, 0.0, 3, 27, 11, 1, 0.0, 6, 1, 0.0, 1, 39, 0.0, 3, 1.5, 0.085, 6, 57, 67.156, 75.121, 45.086, 43.502, 4.5, 6
8.712, 44.1, 44.1, 1.004, 1.115, 0.714, 0.665, 296.21, 2.9, 12, 34, 0.0, 12, 20, 0.0, 35, 15, 2, 0.0, 12, 3, 0.0, 0.0, 15, 4, 2, 0.0, 1, 1, 0.0, 0.0, 19, 0.0, 2, 2.9, 0.114, 4, 26, 34.145, 37.917, 24.267, 22.606, 5.9, 5.125
7.113, 41, 48.7, 0.989, 1.125, 0.671, 0.621, 554.83, 7.7, 26, 78, 0.0, 26, 45, 0.0, 83, 32, 0.0, 0.0, 18, 14, 0.0, 0.0, 38, 8, 1, 0.0, 6, 1, 0.0, 1, 40, 0.0, 0.0, 1.3, 0.084, 7, 58, 77.152, 87.762, 52.319, 48.459, 0.0, 6.6
8.255, 38.2, 45.5, 1.015, 1.133, 0.672, 0.635, 454.01, 5.5, 11, 55, 0.0, 14, 33, 0.0, 58, 21, 1, 0.0, 10, 11, 3, 1, 25, 9, 2, 0.0, 3, 3, 0.0, 1, 30, 0.0, 2, 5.5, 0.121, 7, 41.5, 55.803, 62.309, 36.96, 34.928, 3.6, 5.149
7.752, 40, 46.7, 1.008, 1.127, 0.663, 0.629, 348.86, 4.4, 12, 45, 0.0, 13, 25, 0.0, 46, 18, 1, 0.0, 13, 5, 1, 0.0, 21, 6, 1, 0.0, 2, 3, 0.0, 0.0, 24, 0.0, 1, 6.7, 0.13, 6, 32, 45.345, 50.721, 29.847, 28.283, 2.2, 5.125
7.903, 39.5, 44.7, 1.031, 1.155, 0.631, 0.621, 600.66, 2.6, 12, 76, 0.0, 14, 45, 0.0, 79, 30, 0.0, 0.0, 14, 16, 2, 6, 34, 12, 0.0, 0.0, 2, 4, 0.0, 0.0, 42, 0.0, 6, 5.3, 0.089, 7, 53, 78.377, 87.761, 47.921, 47.211, 7.9, 4.705
7.316, 41.7, 47.2, 0.991, 1.124, 0.678, 0.631, 526.77, 8.3, 26, 72, 0.0, 26, 43, 0.0, 77, 30, 0.0, 0.0, 18, 12, 0.0, 0.0, 34, 8, 1, 0.0, 6, 1, 0.0, 1, 38, 0.0, 0.0, 1.4, 0.104, 8, 56, 71.385, 80.932, 48.796, 45.405, 0.0, 6.2
8.072, 42.9, 42.9, 1.006, 1.118, 0.691, 0.656, 395.52, 6.1, 17, 49, 0.0, 19, 30, 0.0, 51, 21, 0.0, 0.0, 18, 3, 2, 0.0, 21, 7, 1, 0.0, 3, 3, 0.0, 1, 28, 0.0, 0.0, 6.1, 0.137, 7, 40.5, 49.316, 54.78, 33.881, 32.137, 0.0, 5.244
7.509, 39.5, 47.4, 1.021, 1.155, 0.629, 0.609, 570.68, 2.6, 12, 76, 0.0, 13, 43, 0.0, 79, 30, 0.0, 0.0, 13, 17, 1, 6, 36, 10, 0.0, 0.0, 2, 2, 0.0, 0.0, 40, 0.0, 6, 2.6, 0.089, 7, 50, 77.606, 87.758, 47.773, 46.308, 7.9, 6.664
8.281, 39.1, 45.7, 1.009, 1.123, 0.685, 0.641, 380.93, 4.3, 12, 46, 0.0, 14, 27, 0.0, 48, 18, 1, 0.0, 12, 6, 2, 0.0, 21, 7, 2, 0.0, 2, 3, 0.0, 1, 25, 0.0, 1, 6.5, 0.104, 5, 35, 46.422, 51.641, 31.495, 29.47, 2.2, 5.799
8.058, 46.3, 41.5, 1.017, 1.14, 0.675, 0.657, 330.38, 4.9, 16, 41, 0.0, 16, 27, 0.0, 44, 19, 0.0, 0.0, 14, 5, 0.0, 3, 17, 5, 0.0, 0.0, 2, 0.0, 0.0, 0.0, 24, 0.0, 3, 0.0, 0.045, 2, 35, 41.694, 46.753, 27.677, 26.934, 7.3, 5.796
7.431, 42, 46.4, 0.993, 1.123, 0.682, 0.636, 512.74, 8.7, 26, 69, 0.0, 26, 42, 0.0, 74, 29, 0.0, 0.0, 18, 11, 0.0, 0.0, 32, 8, 1, 0.0, 6, 1, 0.0, 1, 37, 0.0, 0.0, 1.4, 0.095, 7, 55, 68.501, 77.517, 47.035, 43.879, 0.0, 6
6.336, 40.8, 53.1, 0.982, 1.126, 0.645, 0.593, 310.48, 4.1, 12, 49, 0.0, 12, 25, 0.0, 51, 20, 0.0, 0.0, 12, 8, 0.0, 0.0, 26, 3, 0.0, 0.0, 2, 1, 0.0, 0.0, 23, 0.0, 0.0, 2, 0.118, 6, 31, 48.134, 55.188, 31.603, 29.079, 0.0, 5.158
8.436, 43.6, 40, 1.014, 1.124, 0.693, 0.669, 463.96, 9.1, 23, 55, 0.0, 24, 36, 0.0, 58, 24, 1, 0.0, 20, 4, 1, 0.0, 22, 9, 1, 0.0, 5, 3, 0.0, 0.0, 33, 0.0, 1, 5.5, 0.138, 8, 48.5, 55.767, 61.801, 38.102, 36.82, 1.8, 4.495
8.254, 42.9, 41.3, 1.014, 1.124, 0.684, 0.66, 520.03, 7.9, 23, 63, 0.0, 24, 41, 0.0, 67, 27, 1, 0.0, 20, 7, 1, 0.0, 26, 10, 1, 0.0, 5, 4, 0.0, 0.0, 37, 0.0, 1, 6.3, 0.119, 8, 53.5, 63.862, 70.84, 43.08, 41.588, 1.6, 5
7.143, 41.5, 49.1, 0.985, 1.122, 0.68, 0.624, 378.59, 7.5, 16, 53, 0.0, 16, 31, 0.0, 57, 22, 0.0, 0.0, 13, 9, 0.0, 0.0, 26, 5, 1, 0.0, 4, 0.0, 0.0, 1, 27, 0.0, 0.0, 0.0, 0.07, 4, 39, 52.203, 59.48, 36.046, 33.068, 0.0, 6.21
7.679, 42.1, 47.4, 1.001, 1.121, 0.674, 0.632, 291.8, 2.6, 12, 38, 0.0, 12, 21, 0.0, 39, 16, 1, 0.0, 12, 4, 0.0, 0.0, 18, 4, 1, 0.0, 1, 2, 0.0, 0.0, 20, 0.0, 1, 5.3, 0.128, 5, 27, 38.033, 42.598, 25.625, 24.02, 2.6, 5.125
7.776, 41.5, 46.3, 1.003, 1.124, 0.674, 0.635, 318.83, 4.9, 12, 41, 0.0, 13, 23, 0.0, 42, 17, 1, 0.0, 13, 4, 1, 0.0, 19, 5, 1, 0.0, 2, 2, 0.0, 0.0, 22, 0.0, 1, 4.9, 0.119, 5, 30, 41.134, 46.096, 27.631, 26.041, 2.4, 5.125
7.291, 43.6, 46.2, 1.002, 1.119, 0.663, 0.632, 568.72, 2.6, 23, 78, 0.0, 25, 46, 0.0, 82, 34, 0.0, 0.0, 23, 11, 2, 0.0, 36, 8, 0.0, 0.0, 2, 6, 0.0, 0.0, 42, 0.0, 0.0, 7.7, 0.134, 11, 59.5, 78.189, 87.311, 51.682, 49.287, 0.0, 5.678
8.927, 42.1, 42.1, 1.015, 1.122, 0.703, 0.667, 339.24, 5.3, 12, 38, 0.0, 13, 23, 0.0, 39, 16, 2, 0.0, 13, 3, 1, 0.0, 16, 6, 2, 0.0, 2, 2, 0.0, 0.0, 22, 0.0, 2, 5.3, 0.128, 5, 30, 38.574, 42.625, 26.727, 25.342, 5.3, 5.755
7.116, 41.1, 48.2, 1.003, 1.131, 0.647, 0.615, 398.52, 3.6, 12, 56, 0.0, 13, 32, 0.0, 59, 23, 0.0, 0.0, 13, 10, 1, 1, 27, 6, 0.0, 0.0, 2, 3, 0.0, 0.0, 29, 0.0, 1, 5.4, 0.068, 4, 39, 56.185, 63.362, 36.211, 34.419, 1.8, 5.066
7.116, 41.1, 48.2, 1.003, 1.131, 0.647, 0.615, 398.52, 3.6, 12, 56, 0.0, 13, 32, 0.0, 59, 23, 0.0, 0.0, 13, 10, 1, 1, 27, 6, 0.0, 0.0, 2, 3, 0.0, 0.0, 29, 0.0, 1, 5.4, 0.068, 4, 39, 56.185, 63.362, 36.211, 34.419, 1.8, 5
8.291, 51.3, 38.5, 1.013, 1.121, 0.703, 0.685, 323.36, 2.6, 18, 39, 0.0, 19, 26, 0.0, 41, 20, 0.0, 0.0, 19, 1, 1, 2, 15, 4, 0.0, 0.0, 1, 1, 0.0, 0.0, 24, 0.0, 2, 2.6, 0.098, 4, 36, 39.523, 43.709, 27.426, 26.717, 5.1, 6
6.677, 47.4, 49.1, 0.977, 1.112, 0.683, 0.63, 380.57, 3.5, 22, 57, 0.0, 22, 33, 0.0, 61, 27, 0.0, 0.0, 20, 7, 0.0, 0.0, 28, 2, 0.0, 0.0, 2, 0.0, 0.0, 0.0, 29, 0.0, 0.0, 0.0, 0.082, 5, 44, 55.69, 63.394, 38.91, 35.891, 0.0, 7.097
8.02, 46.3, 43.9, 1, 1.122, 0.699, 0.658, 328.84, 4.9, 16, 41, 0.0, 16, 26, 0.0, 44, 19, 1, 0.0, 14, 5, 0.0, 1, 18, 4, 1, 0.0, 2, 0.0, 0.0, 0.0, 23, 0.0, 2, 0.0, 0.045, 2, 34, 40.992, 46.017, 28.659, 26.995, 4.9, 5.854
8.235, 45.2, 40.3, 1.025, 1.133, 0.67, 0.66, 510.55, 3.2, 17, 62, 0.0, 20, 40, 0.0, 65, 28, 0.0, 2, 17, 9, 2, 3, 25, 9, 0.0, 0.0, 2, 4, 0.0, 0.0, 37, 1, 3, 6.5, 0.108, 7, 52.5, 63.538, 70.251, 41.54, 40.9, 4.8, 4.824
8.572, 45.2, 41.9, 1.015, 1.126, 0.696, 0.666, 265.73, 3.2, 12, 31, 0.0, 12, 19, 0.0, 32, 14, 1, 0.0, 12, 2, 0.0, 1, 13, 4, 1, 0.0, 1, 1, 0.0, 0.0, 18, 0.0, 2, 3.2, 0.125, 4, 25, 31.451, 34.898, 21.585, 20.635, 6.5, 5.227
6.776, 40.4, 51.1, 0.996, 1.142, 0.639, 0.599, 318.45, 4.3, 10, 47, 0.0, 10, 26, 0.0, 50, 19, 0.0, 0.0, 8, 11, 0.0, 2, 24, 4, 0.0, 0.0, 2, 0.0, 0.0, 0.0, 23, 0.0, 2, 0.0, 0.04, 2, 31, 46.832, 53.658, 30.023, 28.131, 4.3, 5.268
7.364, 41.2, 47.1, 0.993, 1.125, 0.677, 0.631, 500.73, 8.8, 22, 68, 0.0, 22, 41, 0.0, 73, 28, 0.0, 0.0, 17, 11, 0.0, 0.0, 32, 8, 1, 0.0, 6, 1, 0.0, 1, 36, 0.0, 0.0, 1.5, 0.082, 6, 52, 67.501, 76.517, 46.035, 42.879, 0.0, 6.4
9.802, 42.9, 38.1, 1.024, 1.136, 0.709, 0.683, 617.54, 9.5, 26, 63, 0.0, 26, 44, 1, 68, 27, 0.0, 0.0, 18, 9, 0.0, 3, 24, 12, 2, 0.0, 6, 1, 0.0, 1, 39, 0.0, 4, 1.6, 0.074, 5, 57, 64.501, 71.547, 44.677, 43, 6.3, 6.2
8.246, 34.5, 43.6, 1.029, 1.145, 0.645, 0.628, 453.55, 9.1, 6, 55, 0.0, 12, 33, 0.0, 57, 19, 0.0, 0.0, 11, 8, 6, 1, 24, 12, 1, 0.0, 5, 5, 0.0, 1, 31, 0.0, 1, 9.1, 0.105, 6, 42, 56.571, 62.95, 35.5, 34.519, 1.8, 4.699
8.844, 41.7, 38.9, 1.025, 1.118, 0.696, 0.674, 318.38, 5.6, 12, 36, 0.0, 16, 23, 0.0, 37, 15, 0.0, 0.0, 15, 0.0, 4, 0.0, 14, 7, 1, 0.0, 2, 4, 0.0, 1, 22, 0.0, 0.0, 11.1, 0.135, 5, 33, 36.891, 40.245, 25.046, 24.25, 0.0, 4.523
7.789, 37.3, 44.1, 1.023, 1.143, 0.638, 0.625, 459.53, 8.5, 6, 59, 0.0, 12, 35, 0.0, 61, 22, 0.0, 0.0, 13, 9, 6, 1, 26, 11, 0.0, 0.0, 5, 5, 0.0, 0.0, 33, 0.0, 1, 8.5, 0.082, 5, 44, 60.378, 67.445, 37.614, 36.859, 1.7, 5
7.32, 43.5, 47.8, 0.995, 1.119, 0.673, 0.63, 505.1, 2.9, 18, 69, 0.0, 19, 40, 0.0, 73, 30, 1, 0.0, 19, 11, 1, 0.0, 33, 6, 1, 0.0, 2, 3, 0.0, 0.0, 36, 0.0, 1, 4.3, 0.082, 6, 50, 68.647, 77.212, 46.415, 43.443, 1.4, 7.06
7.06, 36.7, 48.3, 1.001, 1.141, 0.639, 0.606, 423.58, 11.7, 16, 60, 0.0, 17, 34, 0.0, 63, 22, 0.0, 0.0, 12, 10, 1, 0.0, 29, 9, 0.0, 0.0, 7, 2, 0.0, 0.0, 31, 0.0, 0.0, 3.3, 0.111, 7, 43, 60.087, 68.474, 38.324, 36.374, 0.0, 6.377
7.06, 36.7, 48.3, 1.001, 1.141, 0.639, 0.606, 423.58, 11.7, 16, 60, 0.0, 17, 34, 0.0, 63, 22, 0.0, 0.0, 12, 10, 1, 0.0, 29, 9, 0.0, 0.0, 7, 2, 0.0, 0.0, 31, 0.0, 0.0, 3.3, 0.079, 5, 43, 60.087, 68.474, 38.324, 36.374, 0.0, 6.545
6.843, 36.4, 50, 0.998, 1.141, 0.634, 0.597, 451.64, 10.6, 16, 66, 0.0, 17, 36, 0.0, 69, 24, 0.0, 0.0, 12, 12, 1, 0.0, 33, 9, 0.0, 0.0, 7, 2, 0.0, 0.0, 33, 0.0, 0.0, 3, 0.101, 7, 45, 65.854, 75.305, 41.847, 39.428, 0.0, 5.777
7.734, 42.5, 45, 1.02, 1.147, 0.647, 0.629, 309.36, 2.5, 12, 40, 0.0, 12, 23, 0.0, 41, 17, 0.0, 0.0, 12, 5, 0.0, 3, 18, 5, 0.0, 0.0, 1, 1, 0.0, 0.0, 22, 0.0, 3, 2.5, 0.146, 6, 29, 40.803, 45.879, 25.887, 25.154, 7.5, 4.954
7.225, 37.3, 47.1, 1.004, 1.14, 0.643, 0.614, 368.49, 11.8, 16, 51, 0.0, 17, 29, 0.0, 53, 19, 0.0, 0.0, 12, 7, 1, 0.0, 24, 8, 0.0, 0.0, 6, 2, 0.0, 0.0, 27, 0.0, 0.0, 3.9, 0.113, 6, 38, 51.218, 58.145, 32.796, 31.299, 0.0, 6.187
7.085, 43.4, 47.2, 0.994, 1.122, 0.666, 0.628, 375.51, 5.7, 17, 53, 0.0, 17, 32, 0.0, 57, 23, 0.0, 0.0, 15, 8, 0.0, 0.0, 25, 5, 0.0, 0.0, 3, 2, 0.0, 0.0, 28, 0.0, 0.0, 3.8, 0.07, 4, 40.5, 52.68, 59.481, 35.302, 33.289, 0.0, 9.387
7.026, 42.9, 47.6, 0.993, 1.124, 0.664, 0.625, 442.61, 6.3, 18, 63, 0.0, 19, 37, 0.0, 67, 27, 0.0, 0.0, 17, 10, 1, 0.0, 30, 6, 0.0, 0.0, 4, 2, 0.0, 0.0, 33, 0.0, 0.0, 3.2, 0.075, 5, 47, 62.549, 70.81, 41.83, 39.364, 0.0, 5.78
7.767, 45.5, 42.4, 1.01, 1.116, 0.676, 0.654, 512.6, 3, 23, 66, 0.0, 25, 42, 0.0, 70, 30, 0.0, 0.0, 23, 7, 2, 0.0, 28, 8, 0.0, 0.0, 2, 6, 0.0, 0.0, 38, 0.0, 0.0, 9.1, 0.143, 10, 55.5, 66.654, 73.651, 44.637, 43.18, 0.0, 4.268
7.898, 44.4, 42.2, 1.014, 1.136, 0.671, 0.651, 355.42, 6.7, 16, 45, 0.0, 17, 29, 0.0, 48, 20, 0.0, 0.0, 15, 5, 1, 2, 19, 6, 0.0, 0.0, 3, 1, 0.0, 0.0, 26, 0.0, 2, 2.2, 0.063, 3, 38, 45.611, 51.121, 30.199, 29.287, 4.4, 6.032
6.474, 35.7, 53.6, 0.998, 1.137, 0.616, 0.576, 181.26, 3.6, 0.0, 28, 0.0, 2, 14, 0.0, 29, 10, 0.0, 0.0, 3, 7, 2, 0.0, 15, 3, 0.0, 0.0, 1, 2, 0.0, 0.0, 13, 0.0, 0.0, 7.1, 0.069, 2, 16, 27.942, 31.824, 17.245, 16.139, 0.0, 5.05
8.474, 41.4, 41.4, 1.045, 1.164, 0.636, 0.639, 491.49, 1.7, 12, 58, 0.0, 13, 36, 0.0, 60, 24, 0.0, 0.0, 13, 11, 1, 7, 24, 10, 0.0, 0.0, 1, 2, 0.0, 0.0, 34, 0.0, 7, 3.4, 0.067, 4, 43, 60.599, 67.523, 36.898, 37.036, 12.1, 5.046
10.018, 41.5, 41.5, 1.014, 1.122, 0.713, 0.672, 410.72, 7.3, 12, 41, 0.0, 14, 25, 1, 42, 17, 1, 0.0, 14, 3, 2, 0.0, 17, 7, 2, 0.0, 3, 2, 0.0, 0.0, 24, 0.0, 2, 4.9, 0.143, 6, 33, 41.582, 46.021, 29.228, 27.561, 4.9, 5.502
7.834, 45, 42.5, 1.01, 1.137, 0.675, 0.651, 313.38, 7.5, 16, 40, 0.0, 16, 26, 0.0, 43, 18, 0.0, 0.0, 13, 5, 0.0, 2, 17, 5, 0.0, 0.0, 3, 0.0, 0.0, 0.0, 23, 0.0, 2, 0.0, 0.047, 2, 34, 40.4, 45.496, 26.983, 26.045, 5, 5.602
7.428, 38.4, 48.6, 1.002, 1.126, 0.659, 0.616, 1084.54, 4.1, 24, 146, 0.0, 34, 83, 0.0, 154, 56, 0.0, 0.0, 30, 26, 10, 0.0, 71, 19, 3, 0.0, 6, 10, 0.0, 3, 75, 0.0, 0.0, 6.8, 0.143, 22, 105, 146.33, 164.338, 96.268, 89.959, 0.0, 7.721
7.501, 40.9, 47, 1.001, 1.127, 0.665, 0.628, 495.07, 6.1, 16, 66, 0.0, 18, 39, 0.0, 70, 27, 1, 0.0, 16, 11, 2, 0.0, 31, 8, 1, 0.0, 4, 3, 0.0, 0.0, 35, 0.0, 1, 4.5, 0.114, 8, 49, 66.083, 74.378, 43.904, 41.433, 1.5, 6.882
9.008, 40.5, 38.1, 1.058, 1.176, 0.636, 0.651, 378.35, 4.8, 11, 42, 0.0, 11, 28, 0.0, 44, 17, 0.0, 0.0, 9, 8, 0.0, 6, 16, 9, 0.0, 0.0, 2, 1, 0.0, 0.0, 26, 0.0, 6, 2.4, 0.045, 2, 33.5, 44.443, 49.396, 26.705, 27.325, 14.3, 5.418
7.18, 46.3, 46.3, 0.992, 1.124, 0.678, 0.638, 294.4, 4.9, 16, 41, 0.0, 16, 25, 0.0, 44, 19, 0.0, 0.0, 14, 5, 0.0, 1, 19, 3, 0.0, 0.0, 2, 0.0, 0.0, 0.0, 22, 0.0, 1, 0.0, 0.045, 2, 33, 40.669, 46.073, 27.802, 26.167, 2.4, 5.959
8.586, 53.8, 34.6, 1.011, 1.099, 0.729, 0.714, 223.24, 3.8, 12, 26, 0.0, 14, 19, 0.0, 28, 14, 0.0, 0.0, 14, 0.0, 2, 0.0, 9, 3, 0.0, 0.0, 1, 2, 0.0, 0.0, 17, 0.0, 0.0, 7.7, 0.0, 0.0, 27, 26.291, 28.578, 18.96, 18.558, 0.0, 5.86
8.481, 41.8, 40, 1.039, 1.149, 0.649, 0.65, 466.47, 3.6, 18, 55, 0.0, 19, 35, 0.0, 57, 23, 0.0, 0.0, 16, 7, 1, 4, 22, 10, 0.0, 0.0, 2, 4, 0.0, 0.0, 33, 0.0, 4, 7.3, 0.123, 7, 45, 57.167, 63.175, 35.716, 35.757, 7.3, 4.62
7.782, 42.9, 45.2, 0.995, 1.125, 0.69, 0.646, 326.86, 9.5, 12, 42, 0.0, 13, 26, 0.0, 45, 18, 1, 0.0, 13, 5, 1, 0.0, 19, 5, 1, 0.0, 4, 0.0, 0.0, 0.0, 23, 0.0, 1, 0.0, 0.022, 1, 33, 41.8, 47.259, 28.972, 27.128, 2.4, 5.396
7.837, 40.4, 46.2, 1.01, 1.143, 0.666, 0.629, 407.55, 5.8, 12, 52, 0.0, 12, 31, 0.0, 55, 21, 0.0, 0.0, 12, 9, 0.0, 3, 24, 7, 1, 0.0, 3, 0.0, 0.0, 1, 28, 0.0, 3, 0.0, 0.073, 4, 37, 52.523, 59.416, 34.614, 32.723, 5.8, 5.249
7.895, 44.8, 47.8, 0.991, 1.113, 0.701, 0.644, 528.98, 1.5, 18, 67, 0.0, 19, 38, 0.0, 70, 30, 3, 0.0, 20, 10, 1, 0.0, 32, 5, 3, 0.0, 1, 1, 0.0, 0.0, 35, 0.0, 3, 1.5, 0.143, 10, 48, 66.421, 74.598, 46.978, 43.174, 4.5, 5.091
8.67, 33.9, 42.9, 1.049, 1.167, 0.626, 0.623, 485.53, 5.4, 6, 56, 0.0, 9, 34, 0.0, 58, 19, 0.0, 0.0, 7, 12, 3, 5, 24, 13, 1, 0.0, 3, 4, 0.0, 1, 32, 0.0, 5, 7.1, 0.103, 6, 40, 58.741, 65.349, 35.069, 34.875, 8.9, 5.276
8.402, 44.2, 40.4, 1.013, 1.121, 0.694, 0.669, 436.93, 7.7, 17, 52, 0.0, 18, 35, 0.0, 56, 23, 1, 1, 15, 7, 0.0, 0.0, 21, 8, 1, 0.0, 4, 3, 0.0, 0.0, 31, 1, 1, 5.8, 0.071, 4, 45.5, 52.665, 58.302, 36.097, 34.799, 1.9, 6.377
8.51, 38.6, 40.9, 1.022, 1.129, 0.678, 0.655, 374.46, 9.1, 12, 44, 0.0, 16, 27, 0.0, 45, 17, 0.0, 1, 12, 4, 3, 0.0, 18, 9, 1, 0.0, 4, 4, 0.0, 1, 26, 1, 0.0, 9.1, 0.133, 6, 38, 44.978, 49.657, 29.818, 28.82, 0.0, 4
6.942, 43.2, 48.6, 0.993, 1.126, 0.66, 0.619, 513.71, 4.1, 18, 74, 0.0, 20, 42, 0.0, 78, 32, 0.0, 0.0, 20, 12, 2, 1, 36, 6, 0.0, 0.0, 3, 2, 0.0, 0.0, 38, 0.0, 1, 2.7, 0.077, 6, 53, 73.494, 83.312, 48.807, 45.833, 1.4, 5.301
8.045, 44.6, 41.1, 1.019, 1.124, 0.671, 0.657, 450.5, 3.6, 12, 56, 0.0, 15, 38, 0.0, 61, 25, 0.0, 0.0, 16, 9, 3, 1, 23, 8, 0.0, 0.0, 2, 5, 0.0, 0.0, 33, 0.0, 1, 8.9, 0.049, 3, 47, 57.072, 62.951, 37.597, 36.795, 1.8, 5.232
7.973, 43.6, 41.8, 1.019, 1.126, 0.665, 0.651, 438.49, 3.6, 12, 55, 0.0, 15, 36, 0.0, 59, 24, 0.0, 0.0, 16, 8, 3, 1, 23, 8, 0.0, 0.0, 2, 5, 0.0, 0.0, 32, 0.0, 1, 9.1, 0.068, 4, 45, 56.072, 61.951, 36.597, 35.795, 1.8, 7.914
7.164, 44.2, 46.2, 0.992, 1.122, 0.675, 0.636, 372.51, 7.7, 18, 52, 0.0, 19, 31, 0.0, 55, 23, 0.0, 0.0, 18, 5, 1, 0.0, 24, 5, 0.0, 0.0, 4, 1, 0.0, 0.0, 28, 0.0, 0.0, 1.9, 0.091, 5, 41, 51.571, 58.355, 35.091, 33.068, 0.0, 6.699
6.742, 46.3, 48.8, 0.979, 1.115, 0.68, 0.629, 276.41, 4.9, 16, 41, 0.0, 16, 24, 0.0, 44, 19, 0.0, 0.0, 14, 5, 0.0, 0.0, 20, 2, 0.0, 0.0, 2, 0.0, 0.0, 0.0, 21, 0.0, 0.0, 0.0, 0.045, 2, 32, 40.156, 45.733, 27.864, 25.784, 0.0, 5.31
8.681, 41.8, 40, 1.049, 1.166, 0.639, 0.646, 477.46, 1.8, 12, 55, 0.0, 13, 35, 0.0, 57, 23, 0.0, 0.0, 13, 10, 1, 7, 22, 10, 0.0, 0.0, 1, 2, 0.0, 0.0, 33, 0.0, 7, 3.6, 0.07, 4, 42, 57.716, 64.108, 35.137, 35.509, 12.7, 5.046
6.557, 39.1, 51.6, 0.988, 1.133, 0.643, 0.597, 419.63, 7.8, 17, 64, 0.0, 17, 34, 0.0, 67, 25, 0.0, 0.0, 14, 11, 0.0, 0.0, 33, 6, 0.0, 0.0, 5, 1, 0.0, 0.0, 31, 0.0, 0.0, 1.6, 0.134, 9, 42.5, 63.207, 72.514, 41.143, 38.197, 0.0, 5
